,n_ele,n_muon,n_jets,n_bjets,n_photons,met,met_phi,energy1,trans_momentum1,pseudo_rapidity1,phi1,energy2,trans_momentum2,pseudo_rapidity2,phi2,energy3,trans_momentum3,pseudo_rapidity3,phi3,energy4,trans_momentum4,pseudo_rapidity4,phi4,energy5,trans_momentum5,pseudo_rapidity5,phi5,energy6,trans_momentum6,pseudo_rapidity6,phi6,energy7,trans_momentum7,pseudo_rapidity7,phi7,energy8,trans_momentum8,pseudo_rapidity8,phi8
37,1,1,2,0,0,11.873783646955166,-2.36317,11.794466218065223,11.7169922055197,0.398739,0.409172,10.84406691297107,10.741583202158532,0.460498,2.69637,10.55148568202156,10.229422321687483,-0.837846,1.95358,10.450712605682124,10.421822907551135,-0.210604,1.61836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0,2,2,0,0,12.34870871451317,-1.24772,12.795948792609856,12.39524153904824,0.95544,1.98389,12.032159637594713,11.910371842151015,-0.503615,-0.306526,10.627076640431135,10.45987527873917,0.581109,0.607966,9.867834467821641,9.861472137839884,0.112816,-2.47667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1,1,1,0,0,11.723696795020878,-1.26419,11.631437124005005,11.095165078767913,-1.1302,2.17994,11.034667058607319,11.009279009197263,-0.0717221,1.55799,10.501977839853607,9.875319532708208,1.23926,-2.15822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1,1,1,0,0,11.509753439412295,-2.28889,12.740420441090306,11.099178153909591,-2.32303,1.03188,10.879016533891841,10.878846872704823,0.0184615,0.55229,10.004287183152098,10.000791198611054,-0.0835344,2.09838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0,2,1,0,0,11.252129370281528,0.865922,11.435224430106265,9.777618160246762,-2.34155,-3.11574,11.345350244539404,11.300000772808671,0.281988,-2.34099,10.753446155719935,10.510929775096688,-0.7249,2.5062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0,2,1,0,0,10.965043317835255,-2.7446,11.625664690865879,10.33947216631103,-1.95968,0.0351437,11.251106052044175,11.06163524258443,0.621914,0.619521,10.59788644937229,10.596042057498584,0.0607239,0.893907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1,1,2,0,0,11.105148185853684,-0.428746,12.370111419479027,11.271306030845011,-1.76295,-1.48669,11.862652326793537,10.357704728849987,-2.18514,0.788346,11.219788541835484,10.708958449305038,-1.09862,-2.83102,10.746484749743065,10.48417407094794,0.74157,2.64287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0,2,1,0,0,10.989463673384611,1.06523,12.741670878686707,10.876655658762335,-2.5513,-2.15204,11.340726897390455,11.308993680153822,-0.253257,-3.07467,11.197511733367197,11.013705566811709,0.625042,2.04489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2,0,1,0,0,10.925083798555553,-1.97225,11.73001875028171,11.092246714051683,-1.24609,0.682631,11.137596177062742,10.758162421476657,0.927121,2.85051,10.21939622956846,9.677464860471074,-1.13717,-0.296398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1,1,1,0,0,11.58835756008608,-0.77603,12.096358220907135,11.84821843510139,0.681879,2.34594,11.29899187149081,10.831226502770612,-1.0441,-2.64074,11.15633480319394,10.673271647634778,1.06363,-1.04325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2,0,2,0,0,11.949915079597204,-2.40443,13.413948821778083,11.238804358891151,2.86485,2.03542,12.51059708567707,11.682997299335266,1.46593,1.41705,12.047797639014735,11.633229764013658,0.974589,0.181319,11.61317795685932,11.564084250311844,-0.315931,-1.52988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2,0,1,0,0,12.084588393816318,-1.83025,11.830200319668752,11.7897386848569,0.229554,0.874829,11.214121775977937,11.193019054223383,0.206165,1.8681,10.720647214292683,10.331685630811837,0.940132,3.08591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2,0,2,0,0,10.984394014085305,-0.0163185,12.671189353202514,11.666075644463904,-1.66295,-2.19795,12.558871587468873,10.157714956203813,-3.09198,-0.581963,11.991727772072311,11.822041186819373,-0.599165,1.87463,11.426903416615415,10.741198173287426,-1.30387,-1.04989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1,1,3,0,0,12.54136204001222,2.5031,13.189539666570942,12.79842111179873,-0.940943,-0.488602,12.711271468502442,12.047287911707802,1.28311,-1.2735,11.928703874353458,11.896056343980838,0.256925,1.81795,11.374127657667445,11.32987484247245,-0.260212,-1.85783,10.463237617170316,10.186634356186147,-0.747157,-2.50807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1,1,1,0,0,13.619369145352636,-1.26013,13.917191311594571,13.644539539394263,-0.759595,1.93007,12.03477411137651,12.030849832925542,-0.0886737,-1.39281,10.861350077761125,10.781401215289279,0.405218,-0.29752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0,2,2,0,0,12.234178937077944,1.20089,12.821574450850813,12.285572128760949,1.12986,0.0936411,12.499439777364863,11.448104237208238,1.70912,-2.09241,11.953107569966015,11.603643297891102,-0.87568,-1.62715,11.554470398107377,11.224306954196914,-0.857973,2.91681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1,1,1,0,0,12.049436379190555,0.109207,12.132377665006745,11.988762049408408,0.548856,-2.58216,11.947528574821716,10.909165503517245,-1.69735,2.02584,11.353760903285027,11.353547479890903,-0.0206228,0.272456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1,1,3,0,0,12.238796337134286,0.733507,12.401655876307313,11.999171469761828,-0.958422,-2.88874,12.111948761798335,10.060845939309017,2.73969,-0.935616,11.890093973923278,11.882169091064815,0.103883,-1.62074,11.746771539417574,11.589256678176751,-0.576119,1.36554,11.695105345061846,11.033742231785018,1.27265,1.66326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2,0,5,0,0,12.551932820096397,-2.17709,12.870565689515162,12.047381674160697,-1.45933,-0.155288,12.761250026866666,12.347368193938904,0.966389,1.80126,12.150052407252021,10.121047544756102,-2.71713,-1.05255,11.947133508610605,11.103664662319174,-1.47789,0.861118,11.088343284519377,10.630405526223228,1.03145,3.08045,10.984909598657683,10.959020091538553,0.214006,0.113285,10.17038383955011,10.16729692617635,-0.0786399,-3.09517,0.0,0.0,0.0,0.0
56,1,1,2,0,0,11.711850091486289,1.85026,12.480266661751243,12.478181583756653,0.0645863,2.65796,11.923736259403144,11.644278236121483,0.782866,-0.52843,10.931146119935866,10.87116127477503,-0.306527,-2.41623,10.79555321250573,10.335555642438827,-1.0282,-2.06671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1,1,3,0,0,12.494520674562303,-0.215814,13.144907341839223,11.512858462725628,-2.31504,0.437763,12.623996486972954,12.539174924503007,0.401468,3.11844,12.052344376474922,11.990432125943363,0.355532,-0.751364,11.301061805795285,10.942673563586498,-0.897987,-2.97135,10.675115452269715,10.23792199998891,0.993058,2.57131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1,1,4,0,0,11.987972604309986,-0.793816,13.880801920645522,10.078062515131252,4.49574,-1.89347,12.880363151239814,10.571350257889573,-2.99941,-2.05826,12.27710876150401,12.237953991296692,0.156585,1.95893,10.695789784626117,10.586748525186986,-0.475517,0.627757,10.439852259803176,9.923417622691513,-1.10561,0.359767,10.41570021392054,10.334064697459148,-0.311987,-2.22368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1,1,2,0,0,10.857942670615879,-0.467196,13.905406105067101,10.59680971778536,4.00137,-1.00761,12.785684319397047,11.094680541791224,2.37555,2.27299,12.076658479768627,11.12582665901933,1.60437,-2.85449,10.916098862681023,10.23983478134419,1.29514,2.81632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,2,0,1,0,1,11.208632865046312,-1.11822,12.641297183002106,11.246323634689606,-2.0706,-2.74448,12.059363376268513,10.352778140184322,-2.3914,0.901893,11.044018833802019,10.794802981866871,-0.735654,1.11741,10.267043269567083,10.164285205893613,0.461141,1.51634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0,2,1,0,0,11.091337072474566,1.38017,12.819638053836195,10.92464267701942,2.58207,-1.84745,11.916067877708748,10.973194408803458,-1.59573,-2.92863,11.654112478405628,11.563808675284799,-0.431391,1.55139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0,2,1,0,0,11.7246844574178,0.394064,11.950793224185894,11.575721844459906,0.920112,-2.88856,11.718328581207505,11.68300573534183,-0.267381,1.52378,11.384083630587096,11.381161652112906,0.076482,0.155562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,1,1,2,0,0,12.233259705374138,0.865057,12.903047491224445,11.702048836883112,1.8707,-1.54593,12.014034030672837,11.999171469761828,0.172839,1.39005,11.89773878534752,11.549806905696473,0.853779,-2.62462,10.470266197281239,10.319668375084357,0.538036,2.99903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0,2,1,0,0,11.423299399933848,3.0392,11.95456176938322,11.395271920929444,-1.15274,0.0408585,11.369680764828859,10.474650698085753,-1.54355,1.80634,10.979342854081622,10.121272773605652,-1.50291,-2.61709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,1,1,1,0,0,10.907340343080254,0.285926,11.206568768786969,10.891248351779062,-0.821893,2.32,11.194469358848874,11.190823085622885,0.0854407,1.6289,11.00347389675738,10.782761540731007,0.689086,-1.62368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,1,1,1,0,0,11.73038891500924,2.79375,13.548065005591688,11.335639209740814,2.9025,-0.523531,11.824475419771968,10.292328576423607,-2.21341,-0.0405764,10.914109803664374,9.68209871081818,-1.90317,0.0573696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2,0,2,0,0,11.54597331901643,-2.62221,11.820696888314933,11.42898282911979,-0.943875,0.728838,11.577110798744485,10.402336744291519,1.84234,2.53736,11.309917818742319,10.266139100940643,-1.70091,-1.37163,10.725375292986117,10.669322769045936,-0.337963,0.140004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,1,1,1,0,0,11.89829670337526,-0.546126,13.076300590557754,11.97301132533265,1.76745,2.54787,11.431429034486863,11.4028337749365,0.24028,2.76146,10.793013275890129,9.939930372452665,1.4974,-1.6426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
